order_date,store_id,total_orders,total_revenue,avg_delivery_mins,late_deliveries,total_stockouts,cancelled_orders
2025-08-06,STR019,15,8003.95,15.73,8,1,0
2026-05-21,STR008,6,3987.7,16.67,2,2,0
2026-03-25,STR013,13,5916.57,19.46,11,3,4
2025-09-03,STR026,6,4000.88,16.83,3,1,0
2026-05-23,STR001,12,6401.82,14.5,8,3,1
2026-02-24,STR029,14,7751.65,13.0,9,1,1
2025-07-16,STR004,6,2521.27,11.5,2,0,0
2025-12-05,STR008,17,8030.62,15.12,12,3,0
2025-09-04,STR024,17,5114.52,14.94,7,3,1
2026-05-04,STR004,16,8613.66,17.56,13,3,2
2025-08-07,STR005,12,6745.75,17.58,9,2,1
2026-05-25,STR003,10,3350.08,14.3,7,1,0
2025-12-10,STR026,9,3506.36,12.22,4,4,0
2026-04-12,STR030,11,6893.62,16.91,6,1,0
2026-04-07,STR024,11,5808.74,10.45,4,1,0
2025-07-28,STR007,18,12009.37,17.22,12,4,2
2026-03-15,STR003,14,8659.13,15.0,9,4,1
2025-07-28,STR009,11,7297.53,12.82,4,0,0
2026-05-31,STR030,12,9930.46,18.92,7,4,0
2025-12-23,STR021,11,4465.04,15.18,9,5,2
2025-08-31,STR026,11,7155.22,18.27,7,1,0
2025-06-19,STR025,6,1957.39,24.33,6,1,3
2026-04-16,STR009,16,10713.35,15.56,10,5,0
2025-06-13,STR010,17,6731.65,14.53,10,2,1
2026-04-12,STR021,7,7648.86,15.71,3,1,0
2025-08-28,STR019,18,6372.83,18.28,10,4,0
2026-04-29,STR022,7,2969.03,14.0,5,1,1
2025-08-24,STR005,6,3854.78,17.33,4,2,0
2025-08-09,STR009,11,5278.55,18.18,7,2,0
2025-12-17,STR014,15,6728.78,17.67,12,4,1
2026-01-31,STR016,13,6188.2,21.31,11,4,2
2025-09-22,STR020,15,8617.94,16.53,9,5,0
2025-10-02,STR016,14,3864.99,15.64,7,1,2
2025-12-26,STR006,12,12649.61,12.58,6,2,2
2026-05-31,STR015,10,4702.2,19.2,6,2,1
2026-06-02,STR028,15,8375.83,17.87,10,2,0
2025-09-07,STR028,10,4408.58,11.2,3,2,3
2025-12-02,STR016,16,10382.64,15.44,9,0,0
2026-02-22,STR020,16,9461.74,18.25,10,4,2
2025-07-31,STR024,14,10099.47,12.79,6,3,1
2025-09-19,STR028,15,12754.88,20.6,11,4,1
2025-12-06,STR010,13,7563.78,17.15,7,5,2
2025-12-16,STR016,13,4903.3,18.69,9,3,2
2026-03-26,STR003,10,2560.19,16.2,6,1,0
2025-07-01,STR008,17,9605.17,19.12,13,3,3
2025-10-30,STR023,9,4495.07,16.44,4,2,3
2026-02-02,STR014,9,5011.91,21.78,6,2,1
2026-02-23,STR022,13,8159.21,15.69,9,5,0
2026-01-28,STR011,13,8014.59,18.54,8,3,0
2025-10-04,STR024,13,8648.13,12.54,7,3,2
2025-11-17,STR008,14,8946.17,16.64,7,0,3
2026-05-15,STR012,15,12067.28,17.6,12,3,2
2025-10-17,STR016,11,10052.7,15.82,6,3,1
2025-09-18,STR020,9,4097.01,13.44,5,3,2
2026-01-05,STR004,13,3976.95,19.62,8,4,2
2026-05-21,STR021,15,10525.31,15.93,9,3,2
2025-06-14,STR014,15,5479.03,18.2,10,5,1
2026-04-21,STR007,15,8002.39,17.33,9,5,1
2025-12-14,STR003,14,6580.1,13.64,6,3,1
2025-07-25,STR017,9,4321.01,19.89,7,3,0
2026-03-10,STR023,9,5396.09,15.67,5,2,2
2025-12-24,STR029,9,4265.74,26.22,9,4,1
2025-11-10,STR005,5,2630.33,22.0,5,2,0
2025-11-12,STR002,16,5355.39,18.0,9,4,3
2025-10-07,STR025,13,9199.62,19.46,12,6,1
2025-08-18,STR007,14,6910.89,17.71,6,2,0
2025-10-23,STR001,12,2537.41,15.75,7,3,2
2025-10-09,STR029,9,4240.87,14.0,4,2,1
2025-10-28,STR015,8,4464.6,16.63,6,2,0
2025-08-12,STR030,15,4938.21,16.07,11,7,1
2025-06-27,STR028,13,5095.09,16.08,9,2,0
2026-04-08,STR017,8,5871.25,13.88,6,2,0
2025-09-16,STR003,7,6515.23,21.71,4,1,1
2025-08-19,STR028,7,5586.05,18.43,5,2,1
2025-06-09,STR011,10,6763.77,21.3,8,4,0
2026-04-22,STR013,13,5604.09,17.0,11,2,1
2025-07-11,STR011,14,7236.85,16.07,8,1,3
2025-11-02,STR022,11,4406.8,17.91,9,2,0
2025-12-08,STR003,13,7318.45,20.46,11,2,3
2025-09-17,STR012,14,4698.6,14.07,9,4,3
2025-12-05,STR015,18,8836.07,16.94,14,2,2
2026-04-11,STR029,10,5985.55,16.6,7,1,0
2025-10-03,STR002,11,4526.88,14.91,6,4,1
2025-08-03,STR002,14,5795.12,14.71,12,1,1
2025-07-20,STR007,13,8730.82,17.92,8,3,0
2026-02-18,STR002,9,5104.4,18.22,6,2,0
2025-07-16,STR027,12,4373.86,16.92,8,1,1
2026-04-13,STR030,14,7152.62,15.57,11,4,2
2026-05-08,STR009,8,5282.28,15.63,5,0,1
2026-04-24,STR003,19,15069.1,18.74,14,5,2
2025-10-19,STR028,16,10240.93,18.44,7,7,1
2026-03-16,STR023,10,3948.76,25.0,7,4,0
2025-10-08,STR002,16,10392.67,11.88,6,2,3
2026-01-22,STR021,12,6539.61,16.58,7,1,1
2025-07-07,STR005,14,4753.96,15.57,8,3,0
2026-03-26,STR025,11,3694.81,13.27,7,2,2
2025-10-10,STR011,17,5695.7,15.76,11,4,1
2025-08-07,STR016,8,6345.32,18.38,6,2,0
2025-08-07,STR003,15,8130.58,19.0,9,2,2
2025-08-29,STR015,10,5010.17,20.4,7,1,3
2025-12-19,STR024,11,6948.93,12.55,6,2,1
2025-12-28,STR007,10,5433.71,22.0,8,0,1
2025-06-25,STR021,12,4609.85,17.0,8,3,2
2025-11-12,STR024,9,2811.26,19.44,5,1,1
2025-07-02,STR025,14,10206.69,13.21,9,4,3
2025-06-28,STR019,8,6342.41,16.25,6,2,0
2026-03-31,STR007,14,8600.46,18.71,10,2,1
2026-02-20,STR002,5,5987.11,16.2,3,1,0
2025-11-04,STR017,11,4782.09,21.36,9,3,1
2025-12-25,STR013,14,5384.33,14.07,9,5,2
2025-11-01,STR008,14,3886.2,15.07,5,3,1
2026-01-13,STR014,13,6632.38,16.0,7,1,2
2025-11-12,STR008,18,9239.5,15.28,11,2,3
2025-06-20,STR011,20,13865.31,14.95,12,1,2
2025-11-30,STR017,11,6941.78,19.27,8,3,0
2026-02-02,STR024,14,3184.62,17.36,10,3,1
2026-04-10,STR026,13,5034.0,14.77,4,2,2
2026-02-25,STR017,12,3733.37,15.17,5,4,0
2026-04-02,STR025,13,7117.52,17.31,7,2,3
2026-03-03,STR026,11,6918.37,18.91,8,3,1
2026-05-25,STR020,20,9223.07,17.65,11,5,1
2025-06-03,STR015,15,8345.06,20.6,12,4,1
2026-04-16,STR030,13,9770.42,17.08,10,3,1
2026-03-02,STR003,8,4301.94,16.0,5,2,1
2026-01-31,STR012,14,6353.09,15.29,8,3,1
2026-05-23,STR011,12,5771.05,15.25,9,2,1
2025-07-17,STR002,12,3535.77,16.67,5,0,1
2025-08-18,STR016,11,6255.13,19.27,7,4,2
2026-04-18,STR010,13,7613.72,11.92,5,1,1
2025-08-23,STR021,8,3900.0,16.0,4,2,0
2026-01-01,STR027,13,3756.46,18.23,10,2,2
2026-03-21,STR005,16,7257.86,16.75,11,5,1
2026-02-02,STR012,11,4437.61,13.82,5,2,2
2026-05-31,STR006,17,7403.7,17.41,11,2,2
2025-07-05,STR016,11,3227.95,16.0,8,2,1
2026-05-11,STR024,15,8121.85,15.6,9,2,0
2025-12-24,STR017,16,6793.17,18.5,11,3,1
2026-02-19,STR021,13,4375.14,15.31,8,3,1
2025-10-15,STR005,12,10129.75,11.08,5,0,1
2026-05-04,STR016,9,4237.99,17.89,7,1,1
2026-03-01,STR019,16,13183.63,12.75,7,0,2
2025-11-02,STR012,11,8200.01,14.55,4,4,2
2026-06-02,STR024,10,6234.28,14.9,5,2,1
2025-12-31,STR014,15,4211.98,15.27,9,1,0
2026-03-08,STR019,8,7443.9,19.63,6,0,2
2025-10-12,STR023,8,2975.38,13.25,5,3,0
2025-08-09,STR012,12,5079.11,18.0,9,3,1
2026-03-22,STR005,12,7352.6,18.67,6,3,3
2025-09-08,STR029,8,3993.48,17.0,5,1,0
2025-06-07,STR019,11,6862.7,12.36,5,1,3
2026-03-06,STR006,12,6033.32,14.67,9,4,2
2025-06-25,STR016,13,5038.34,20.46,9,1,1
2026-04-21,STR023,8,3374.42,16.13,6,1,1
2025-06-05,STR021,8,4088.41,13.38,4,3,1
2026-01-19,STR004,10,5829.72,14.8,6,3,1
2025-08-05,STR002,12,7613.32,19.25,8,4,2
2026-03-27,STR028,12,6764.45,12.83,7,3,2
2026-01-20,STR012,15,8782.93,16.6,8,3,2
2025-09-07,STR001,8,5424.49,17.13,6,1,1
2025-06-06,STR022,12,5006.2,16.5,10,2,2
2026-05-05,STR026,10,3448.92,18.5,7,5,0
2025-06-11,STR001,9,4572.17,17.0,7,1,0
2025-07-02,STR008,11,6334.14,12.36,4,6,0
2025-06-10,STR020,9,2613.21,19.89,5,3,1
2026-04-03,STR007,12,5626.8,14.42,9,4,1
2026-05-05,STR010,9,7242.55,21.22,9,2,1
2026-05-28,STR006,6,2622.12,11.83,3,1,0
2025-07-02,STR027,15,13039.48,13.93,11,5,2
2025-07-22,STR017,14,4634.14,15.79,11,5,1
2025-07-19,STR028,18,6547.39,18.89,12,5,3
2025-10-01,STR014,13,9689.17,21.08,8,2,0
2025-12-27,STR026,14,5599.6,16.5,11,3,1
2025-11-23,STR011,12,4368.06,15.25,8,4,1
2025-12-14,STR014,9,3543.4,18.67,8,1,1
2025-09-27,STR019,4,1532.51,15.0,2,1,0
2026-01-11,STR028,9,5897.82,13.67,6,2,1
2025-07-13,STR019,9,3458.32,17.89,7,5,1
2026-01-23,STR015,12,8341.16,18.17,8,2,0
2026-02-05,STR022,9,3306.37,17.0,6,2,1
2026-05-03,STR007,10,4066.65,11.9,4,2,1
2026-02-16,STR030,5,1788.17,10.8,2,1,0
2025-10-29,STR011,16,6796.26,19.88,12,5,3
2026-05-29,STR005,15,7766.85,16.6,9,1,3
2025-10-28,STR019,9,3622.8,14.67,5,2,2
2026-03-25,STR025,15,7564.28,14.6,6,1,3
2026-05-31,STR025,16,8172.08,15.19,9,2,2
2025-07-15,STR002,16,5227.18,17.13,11,2,1
2025-08-11,STR021,13,6881.74,15.23,7,1,0
2025-07-03,STR021,14,10176.49,14.07,6,2,2
2025-10-24,STR007,14,7082.02,14.5,7,3,2
2025-11-30,STR030,15,11223.36,15.0,8,3,0
2025-06-09,STR022,15,5293.2,19.27,9,0,1
2025-12-14,STR005,20,12909.29,17.95,14,2,1
2025-07-11,STR026,14,7584.67,15.07,10,6,2
2025-07-08,STR010,11,5701.97,15.18,7,5,0
2026-04-10,STR020,17,8817.21,12.65,6,3,1
2025-12-30,STR026,12,6517.71,12.92,6,2,1
2026-02-15,STR029,13,6253.77,17.46,10,5,0
2026-05-21,STR014,14,6930.53,17.93,7,4,1
2026-02-23,STR026,13,7206.96,15.0,9,2,3
2025-08-11,STR004,8,5305.09,18.63,5,1,1
2026-02-13,STR023,14,6672.47,11.93,5,2,0
2025-08-12,STR013,14,5896.25,16.71,10,2,1
2025-11-01,STR017,15,10348.13,17.2,8,3,2
2026-01-30,STR006,22,7491.7,16.95,12,7,3
2025-12-24,STR009,7,1479.65,10.86,2,2,0
2025-08-11,STR008,19,8579.63,15.0,11,2,0
2025-06-04,STR027,12,5003.91,17.5,7,1,1
2026-05-22,STR016,10,6143.48,17.0,5,3,2
2025-07-15,STR021,9,7018.21,13.67,7,1,1
2025-11-18,STR029,10,4537.79,12.4,4,2,0
2025-08-02,STR006,14,6953.04,17.14,8,4,2
2025-08-13,STR002,8,4300.41,17.5,7,4,0
2025-09-10,STR016,17,7545.75,13.53,9,4,1
2025-10-16,STR027,16,5741.21,17.38,10,5,3
2026-05-03,STR029,11,8530.59,17.36,8,2,1
2025-10-14,STR010,18,9199.99,14.72,10,3,2
2025-08-15,STR020,10,5536.96,13.6,6,1,1
2025-11-01,STR012,14,8508.72,14.36,6,5,0
2026-02-13,STR019,14,6741.68,13.29,5,2,2
2025-08-04,STR005,12,6550.25,18.5,7,2,1
2026-04-11,STR018,10,4281.72,11.3,3,2,1
2026-05-16,STR030,17,7396.31,17.47,13,3,0
2025-11-15,STR017,14,7380.95,15.71,10,3,3
2026-03-09,STR011,13,8709.86,14.69,6,2,1
2026-05-17,STR004,15,4305.47,18.27,10,4,0
2026-01-07,STR006,14,7774.82,18.36,9,1,0
2026-04-01,STR023,13,9448.44,17.77,9,2,0
2025-08-02,STR028,17,6864.56,20.24,14,3,1
2025-10-12,STR005,11,7928.99,12.09,6,2,1
2025-06-21,STR029,16,12520.61,14.69,8,4,3
2025-11-24,STR002,14,13764.4,12.43,7,3,1
2025-09-25,STR030,14,5357.08,16.93,10,4,1
2025-12-23,STR014,9,3628.34,18.11,7,2,0
2025-11-26,STR024,19,8707.91,15.53,11,5,0
2026-04-10,STR028,16,9140.04,16.0,10,5,0
2026-01-26,STR029,16,6274.84,17.81,10,5,2
2026-03-25,STR012,15,5362.21,15.2,10,4,1
2026-05-02,STR023,16,9148.04,20.13,13,2,2
2025-11-06,STR021,10,2971.28,17.9,7,2,1
2025-09-10,STR010,13,4270.66,18.46,10,1,2
2026-02-28,STR027,14,6947.45,17.64,10,4,1
2025-12-26,STR009,11,5545.73,14.45,5,2,2
2026-01-11,STR006,13,5962.68,12.54,7,3,0
2026-04-29,STR023,14,9118.6,17.5,8,3,2
2025-08-11,STR018,15,5822.34,13.27,8,4,0
2026-01-08,STR026,12,7769.27,18.67,8,2,0
2026-02-14,STR028,11,5178.48,15.0,6,1,1
2025-11-30,STR011,18,7452.75,20.28,11,2,0
2025-10-19,STR025,13,6719.43,17.31,7,3,0
2025-07-06,STR014,10,4975.85,21.9,8,4,2
2025-10-28,STR025,11,5920.55,14.27,7,3,0
2026-01-25,STR020,10,3844.12,14.2,5,3,0
2025-06-14,STR010,21,11751.45,17.24,15,3,3
2026-03-07,STR025,9,5577.65,10.56,3,0,1
2025-10-09,STR018,21,9359.01,15.0,9,2,3
2026-01-29,STR012,16,10422.92,15.5,7,3,1
2025-09-05,STR028,13,6638.27,20.77,7,2,2
2025-08-31,STR022,17,5654.87,20.18,12,2,4
2026-01-19,STR006,13,8810.29,20.15,11,3,1
2026-02-03,STR027,17,13455.27,17.59,12,2,0
2025-10-28,STR021,16,7011.93,14.5,10,4,5
2026-01-05,STR010,13,6427.99,15.69,6,2,3
2025-11-09,STR002,15,8163.3,18.67,9,3,1
2026-06-02,STR010,18,13902.04,14.67,10,3,3
2026-04-15,STR012,18,11235.46,15.11,9,3,1
2026-02-03,STR007,13,5391.45,17.54,9,4,2
2026-03-29,STR009,8,6301.99,17.13,5,2,1
2026-05-04,STR025,11,5402.19,12.73,7,4,0
2025-11-13,STR025,12,8252.92,18.67,9,1,4
2026-02-20,STR028,20,11298.97,17.7,13,2,2
2026-04-05,STR023,9,2656.35,14.56,5,5,0
2025-11-01,STR019,13,6179.35,17.54,10,1,0
2026-05-20,STR029,8,6510.5,16.0,6,1,1
2026-01-22,STR030,15,10436.08,18.8,10,1,0
2025-09-02,STR004,11,8617.8,12.09,5,1,3
2025-10-30,STR002,14,6677.44,15.86,9,2,3
2025-12-29,STR022,20,15434.21,16.2,12,5,0
2025-10-12,STR011,13,6146.87,14.0,11,3,1
2026-04-29,STR020,17,9346.23,18.76,12,6,0
2026-02-15,STR010,19,12484.81,14.05,13,3,1
2026-04-14,STR004,8,5203.83,12.88,5,2,0
2025-08-25,STR005,16,8056.09,16.0,8,4,3
2025-12-17,STR028,14,9947.43,15.79,8,0,1
2025-10-27,STR028,12,8402.26,17.33,7,3,0
2026-01-26,STR023,13,9392.07,19.08,9,2,2
2026-04-10,STR013,18,9399.23,17.67,11,5,2
2025-06-11,STR014,15,7400.66,18.0,11,4,1
2025-08-20,STR027,10,3099.44,10.7,2,4,0
2025-10-23,STR013,18,8507.73,15.94,10,5,3
2025-10-17,STR022,11,6796.72,15.09,6,2,1
2026-05-24,STR012,15,7311.35,18.93,11,6,1
2026-05-03,STR005,17,10742.63,19.24,15,4,3
2026-01-24,STR005,16,10167.97,13.56,8,2,1
2025-09-08,STR014,19,6811.44,18.84,13,2,0
2025-06-14,STR005,6,1944.84,12.5,2,0,1
2025-11-21,STR013,12,4324.25,13.83,8,1,0
2026-05-07,STR008,15,6171.95,16.67,9,3,4
2025-11-16,STR007,26,12322.43,17.46,18,4,2
2026-03-05,STR013,9,2964.46,13.56,5,2,0
2025-07-24,STR027,10,4479.35,9.9,2,1,2
2025-10-11,STR012,10,6284.07,12.1,4,1,2
2025-11-11,STR017,16,6042.88,16.69,9,1,4
2025-06-26,STR030,16,7867.58,17.06,7,4,3
2025-10-26,STR021,7,5306.29,12.29,3,2,1
2025-06-17,STR029,14,6659.08,15.79,10,6,0
2025-10-19,STR017,14,9200.52,20.64,10,2,2
2025-10-01,STR011,16,7452.2,17.13,12,3,0
2025-06-16,STR014,16,9084.55,12.94,10,4,4
2025-09-27,STR020,16,6049.94,16.13,11,3,3
2026-01-14,STR024,13,4584.99,18.69,10,1,3
2026-02-25,STR025,15,5325.5,14.73,9,4,1
2025-11-15,STR003,17,11797.33,16.35,10,3,4
2026-04-22,STR021,12,2897.4,14.92,8,2,1
2026-04-25,STR006,9,4361.99,18.0,5,3,2
2025-11-10,STR025,11,4120.59,20.36,8,2,1
2026-02-11,STR002,16,10642.93,17.63,10,5,1
2025-10-15,STR010,21,9541.49,15.43,14,3,2
2025-07-18,STR003,15,6278.87,15.8,9,4,0
2026-05-28,STR030,17,11145.75,17.76,10,2,1
2025-10-30,STR020,18,9125.02,16.28,12,5,2
2026-01-17,STR010,16,12511.52,14.69,10,3,1
2026-03-09,STR015,18,8212.39,15.44,11,4,2
2026-04-09,STR015,15,9184.62,19.87,10,1,3
2025-12-05,STR012,11,6683.7,14.91,8,1,1
2025-09-17,STR028,11,6997.93,18.64,6,1,2
2026-05-18,STR017,15,7227.83,14.0,11,3,2
2025-08-08,STR016,15,6600.17,17.27,7,2,4
2026-05-10,STR017,12,4993.41,17.75,10,3,1
2026-04-06,STR027,20,8641.4,12.85,8,3,2
2025-09-02,STR019,16,8070.84,14.38,7,4,1
2025-09-12,STR013,15,7705.37,12.87,9,2,4
2026-01-06,STR018,9,5389.66,20.78,7,3,0
2025-10-26,STR027,12,7194.27,20.67,10,5,2
2025-09-20,STR021,16,9285.49,15.38,9,0,3
2025-09-18,STR001,15,7566.2,12.47,7,2,3
2026-05-15,STR020,11,7908.93,17.18,7,1,0
2025-08-18,STR021,14,9017.64,14.79,8,2,1
2026-01-16,STR013,19,10570.53,17.89,12,7,1
2026-03-02,STR007,14,12554.8,18.07,11,3,0
2026-01-29,STR015,14,7203.17,15.86,7,1,0
2026-01-26,STR002,16,9342.73,18.56,12,3,3
2025-12-10,STR012,15,7027.81,19.13,12,2,1
2025-11-28,STR020,18,5230.38,19.0,11,3,2
2026-04-15,STR010,17,12862.24,16.82,13,5,1
2026-05-15,STR010,10,6935.12,16.3,7,0,0
2026-04-22,STR007,8,1844.2,16.13,5,2,0
2026-03-21,STR018,13,5152.71,15.08,6,4,1
2025-11-15,STR001,6,3394.63,10.67,2,1,0
2025-07-07,STR030,17,8692.3,15.24,7,3,1
2026-04-15,STR008,14,7564.71,18.14,9,3,0
2025-11-20,STR008,11,4701.19,14.73,6,1,2
2025-07-04,STR028,17,6763.09,13.29,8,3,0
2025-06-14,STR017,11,4381.12,14.82,4,5,1
2026-04-23,STR001,12,7567.24,14.83,6,2,2
2025-07-21,STR009,9,3499.63,14.89,6,3,1
2026-01-22,STR007,14,4890.98,15.29,8,0,1
2025-06-21,STR016,15,6548.56,15.33,8,3,1
2025-08-18,STR003,16,4885.71,17.0,7,1,2
2026-05-09,STR005,16,10006.11,15.19,10,1,0
2025-11-24,STR010,11,3602.2,18.18,7,4,1
2026-04-11,STR008,20,9449.78,15.7,14,3,1
2026-03-06,STR017,15,8716.11,16.2,10,2,0
2025-08-21,STR014,12,4527.42,19.67,7,1,2
2026-01-06,STR004,22,7199.25,16.14,11,3,5
2025-10-19,STR024,10,4287.67,15.3,7,0,0
2026-05-20,STR010,14,6167.04,13.79,10,3,0
2025-07-06,STR027,10,3290.25,13.0,6,4,0
2025-12-29,STR012,15,10639.09,13.93,8,5,3
2025-12-20,STR025,7,5134.89,9.86,3,0,0
2026-01-01,STR013,8,3055.61,15.5,4,1,0
2025-09-15,STR012,12,6393.42,10.83,3,1,3
2025-07-26,STR012,16,8922.17,19.56,13,3,0
2025-12-17,STR004,19,6760.35,17.84,14,5,1
2026-04-28,STR006,14,7476.19,14.29,6,1,1
2026-05-06,STR007,14,6290.99,14.0,7,1,0
2026-05-30,STR025,10,5617.82,14.0,5,3,2
2025-08-19,STR009,11,7292.9,19.45,9,4,0
2026-05-15,STR009,16,6307.38,16.63,12,4,5
2025-06-28,STR022,7,2580.89,18.43,6,1,0
2025-07-08,STR016,22,9496.52,13.73,12,4,3
2026-04-24,STR029,13,6555.89,16.31,9,3,0
2025-07-03,STR019,18,9884.75,19.28,12,6,1
2025-08-18,STR010,14,8087.71,15.0,8,9,0
2026-05-25,STR029,18,10446.73,18.39,15,6,3
2025-10-24,STR028,17,7065.17,15.29,10,4,2
2025-11-12,STR021,12,6114.41,18.17,7,5,2
2026-03-25,STR006,15,7847.34,20.13,6,7,1
2026-02-17,STR005,17,10891.03,15.41,12,5,1
2026-05-01,STR015,6,4354.07,20.0,5,2,1
2025-11-28,STR023,14,3992.21,14.64,9,3,0
2025-08-27,STR005,9,4221.3,19.78,5,2,0
2025-09-16,STR025,10,4039.61,18.5,6,0,0
2025-12-18,STR002,12,6962.78,18.58,7,6,2
2025-09-22,STR002,14,10418.95,18.0,8,6,0
2026-06-01,STR026,11,8782.71,13.18,6,3,1
2025-12-25,STR023,8,3787.86,19.13,5,2,0
2026-05-09,STR027,8,4846.6,20.63,5,0,1
2025-06-03,STR004,13,5999.81,20.31,12,1,4
2025-10-21,STR008,16,11549.68,16.13,12,3,1
2025-06-28,STR009,10,3722.71,19.3,7,2,2
2026-02-21,STR003,18,11694.01,18.83,12,7,2
2025-10-24,STR019,14,3781.3,15.86,10,3,1
2026-05-12,STR017,14,5381.89,13.79,6,4,4
2026-01-19,STR030,10,5757.02,15.7,5,3,0
2026-04-28,STR024,11,6249.71,15.0,7,3,1
2026-04-07,STR021,12,9372.36,14.5,7,2,3
2025-09-23,STR004,13,7417.68,17.54,8,3,0
2026-01-10,STR017,21,8312.64,19.29,13,6,3
2025-12-24,STR027,13,5182.06,17.62,12,2,2
2026-04-07,STR007,9,5310.29,16.78,6,2,1
2025-10-18,STR014,17,8279.81,20.76,11,4,2
2026-01-31,STR011,21,11803.51,17.86,14,4,0
2025-11-16,STR030,14,6731.22,13.43,7,2,1
2025-11-13,STR022,15,8445.62,16.33,9,2,2
2026-01-27,STR006,18,8487.93,16.28,9,3,3
2025-12-15,STR022,16,11048.32,16.19,10,3,2
2025-12-21,STR015,13,7222.95,20.62,10,3,3
2026-04-20,STR029,13,5609.03,16.38,8,2,1
2025-12-31,STR007,12,3173.77,17.17,7,5,1
2025-12-06,STR009,14,5881.78,20.71,13,5,0
2025-11-12,STR020,12,6198.31,16.83,7,3,2
2025-11-27,STR021,13,8568.05,15.77,7,3,2
2025-11-21,STR022,13,4531.76,12.31,5,2,0
2025-09-24,STR006,13,8541.98,13.77,7,3,0
2026-05-01,STR023,11,6793.36,17.36,9,3,0
2025-12-16,STR002,16,9198.21,20.13,11,6,1
2026-01-07,STR010,10,3072.84,14.8,5,2,1
2025-12-08,STR012,8,3758.9,12.75,3,1,2
2025-12-01,STR008,14,6363.95,20.29,9,3,2
2025-11-15,STR029,21,13462.67,17.76,15,3,2
2026-04-26,STR002,15,11720.14,21.13,10,3,3
2025-10-05,STR029,13,9608.76,17.38,10,2,1
2025-10-13,STR024,12,8805.65,16.0,8,1,0
2025-07-04,STR006,13,8068.15,15.77,6,1,3
2026-01-30,STR008,13,7925.07,19.15,9,2,3
2025-08-14,STR009,12,8248.95,12.83,5,0,2
2026-04-01,STR017,14,10030.11,13.71,6,4,1
2025-10-09,STR002,12,5898.6,14.33,7,2,0
2025-10-14,STR026,13,8413.2,18.38,9,4,1
2025-08-22,STR026,7,3835.94,18.57,5,2,1
2026-04-16,STR020,16,9182.44,18.5,9,3,2
2025-11-24,STR025,16,7958.79,19.94,13,2,2
2025-11-18,STR001,14,7927.28,15.93,11,2,2
2026-03-28,STR014,10,4951.15,14.3,5,3,1
2025-12-20,STR023,11,4626.62,15.73,6,1,1
2025-11-29,STR012,16,8471.58,14.25,9,1,4
2026-06-03,STR021,9,2234.9,16.56,4,3,3
2026-04-10,STR007,13,4663.53,17.0,11,3,1
2025-07-29,STR008,11,4029.49,19.18,8,1,2
2026-01-13,STR025,14,7751.78,12.0,8,2,2
2025-06-17,STR021,10,5574.55,11.1,4,3,1
2026-04-12,STR028,12,8081.62,10.83,3,3,0
2025-08-14,STR021,13,4372.17,17.92,8,2,2
2026-03-03,STR011,12,5313.93,14.92,7,3,1
2025-12-26,STR019,18,7876.01,16.22,11,3,2
2026-04-15,STR013,11,4149.34,16.18,6,2,1
2026-02-06,STR022,14,4346.12,18.5,9,2,2
2025-06-09,STR028,13,6798.95,16.0,9,2,0
2025-06-19,STR002,15,6394.58,12.33,6,3,1
2025-12-28,STR017,10,5244.78,18.4,6,3,1
2025-12-24,STR013,19,10756.71,16.32,11,2,2
2025-08-16,STR010,15,8894.05,18.87,9,2,4
2025-06-04,STR015,12,6621.62,14.25,6,3,2
2026-03-05,STR006,12,5629.74,18.75,9,1,1
2025-11-28,STR008,23,8681.75,17.22,13,7,5
2025-10-30,STR016,9,2975.75,22.78,7,2,0
2025-10-03,STR013,13,6850.81,15.46,6,0,2
2025-10-02,STR008,21,12045.13,15.33,15,5,1
2026-04-27,STR016,14,7878.52,16.5,7,3,2
2025-06-08,STR009,9,4534.9,14.33,5,1,0
2025-06-15,STR027,12,3802.75,17.5,7,3,0
2026-01-31,STR017,13,6043.41,21.38,9,0,0
2025-12-16,STR003,8,4392.07,16.75,5,1,0
2025-08-06,STR004,14,5489.75,19.0,7,4,1
2025-08-24,STR011,20,10791.1,14.05,11,1,2
2025-08-19,STR015,23,7729.72,15.17,14,3,2
2025-09-06,STR029,13,5821.65,13.08,7,2,1
2026-05-03,STR024,18,8703.51,16.33,11,3,2
2025-11-18,STR004,11,5768.06,20.36,8,1,2
2025-07-23,STR017,12,4224.86,11.33,3,1,2
2025-12-21,STR026,12,5208.09,19.83,9,1,1
2026-01-17,STR001,13,4604.92,18.08,8,3,1
2025-12-31,STR008,17,6025.8,17.06,14,4,4
2025-11-18,STR023,15,12306.86,15.67,8,5,0
2025-12-13,STR025,10,5239.29,18.8,7,4,0
2026-04-19,STR026,12,5804.11,17.42,7,1,1
2026-05-08,STR014,14,5962.06,12.86,6,3,1
2026-01-28,STR003,13,7617.7,14.92,8,5,1
2026-04-16,STR012,16,7094.18,18.44,12,3,1
2026-01-21,STR008,12,4390.55,14.5,7,0,2
2025-09-24,STR019,15,7525.08,15.87,8,0,0
2025-09-21,STR013,14,5553.35,15.5,8,2,3
2026-06-02,STR021,18,9881.08,14.17,11,4,3
2026-04-21,STR024,11,3815.79,17.36,7,4,1
2026-02-18,STR015,13,3276.62,14.62,7,7,2
2026-03-31,STR009,12,4217.55,15.58,7,4,1
2025-06-25,STR007,14,4344.49,18.43,9,1,1
